Outlet,ReceiptNumber,Date,Time,Category,Items,Quantity,Discounts,NetSales,SalesType,PaymentMethod
Agus Salim,1Z4PEKS,3/9/2023,11:29:05,Shopee  ,Kopi Sultan   ,1,0.0,29000.0,Dine In,ShopeeFood
Agus Salim,1Z4PEKT,3/9/2023,11:30:25,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Gopay
Agus Salim,1Z4PEKU,3/9/2023,11:38:05,Blend ,Cookies & Cream  ,1,0.0,37000.0,Dine In,Cash
Agus Salim,1Z4PEKV,3/9/2023,11:39:18,Signature Coffee ,Kopi Rakyat  ,1,0.0,28000.0,Take Away,Gopay
Agus Salim,1Z4PEKX,3/9/2023,12:02:22,Signature Coffee ,Kopi Rakyat  ,1,0.0,28000.0,Take Away,Gopay
Agus Salim,1Z4PEKY,3/9/2023,12:04:46,Shopee  ,Kopi Sultan   ,4,0.0,116000.0,Dine In,ShopeeFood
Agus Salim,1Z4PEKZ,3/9/2023,12:26:33,Shopee  ,Thai Tea   ,2,0.0,54000.0,Dine In,ShopeeFood
Agus Salim,1Z4PEKZ,3/9/2023,12:26:33,Shopee  ,Dimsum Mix  ,3,0.0,93600.0,Shopee Food,ShopeeFood
Agus Salim,1Z4PEKZ,3/9/2023,12:26:33,Shopee  ,Kopi Dewan   ,2,0.0,58000.0,Dine In,ShopeeFood
Agus Salim,1Z4PEL0,3/9/2023,12:32:58,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Gopay
Agus Salim,1Z4PEL1,3/9/2023,12:35:49,Gofood  ,Kopi Rakyat   ,3,0.0,66000.0,Dine In,GoFood
Agus Salim,1Z4PEL1,3/9/2023,12:35:49,Gofood  ,Kopi Sultan   ,7,0.0,203000.0,Dine In,GoFood
Agus Salim,1Z4PEL3,3/9/2023,12:41:08,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Gopay
Agus Salim,1Z4PEL4,3/9/2023,12:42:17,Shopee  ,Kopi Rakyat   ,2,0.0,44000.0,Dine In,ShopeeFood
Agus Salim,1Z4PEL5,3/9/2023,12:53:06,Shopee  ,Kopi Rakyat   ,2,0.0,44000.0,Dine In,ShopeeFood
Agus Salim,1Z4PEL6,3/9/2023,12:56:14,Shopee  ,Kopi Rakyat   ,1,0.0,22000.0,Dine In,ShopeeFood
Agus Salim,1Z4PEL7,3/9/2023,13:01:45,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Gopay
Agus Salim,1Z4PEL7,3/9/2023,13:01:45,Rich Bowl ,Richbowl Katsu Sambal Matah ,1,0.0,38000.0,Dine In,Gopay
Agus Salim,1Z4PEL7,3/9/2023,13:01:45,Rich Bowl ,Richbowl Katsu Blacpeper ,1,0.0,38000.0,Dine In,Gopay
Agus Salim,1Z4PEL8,3/9/2023,13:14:40,Signature Coffee ,Kopi Rakyat  ,1,0.0,28000.0,Dine In,Gopay
Agus Salim,1Z4PEL9,3/9/2023,13:15:40,Espresso Based ,Caramel Macchiato  ,1,0.0,37000.0,Dine In,Gopay
Agus Salim,1Z4PELA,3/9/2023,13:18:46,Signature Coffee ,Kopi Rakyat  ,2,0.0,44000.0,Dine In,Gopay
Agus Salim,1Z4PELB,3/9/2023,13:22:47,Rich Bowl ,Richbowl Katsu Sambal Matah ,1,0.0,38000.0,Dine In,Cash
Agus Salim,1Z4PELB,3/9/2023,13:22:47,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Cash
Agus Salim,1Z4PELD,3/9/2023,13:26:21,Shopee  ,Kopi Rakyat   ,4,0.0,88000.0,Shopee Food,ShopeeFood
Agus Salim,1Z4PELE,3/9/2023,13:31:20,Signature Coffee ,Kopi Rakyat  ,1,5600.0,22400.0,Dine In,Cash
Agus Salim,1Z4PELF,3/9/2023,13:38:22,Milk Based ,Matcha Latte  ,1,0.0,30000.0,Dine In,BCA
Agus Salim,1Z4PELH,3/9/2023,13:43:00,Signature Coffee ,Kopi Rakyat  ,1,0.0,28000.0,Dine In,Gopay
Agus Salim,1Z4PELJ,3/9/2023,13:45:39,Milk Based ,Matcha Latte  ,2,0.0,68000.0,Take Away,BCA
Agus Salim,1Z4PELK,3/9/2023,13:50:38,Signature Coffee ,Kopi Rakyat  ,2,0.0,44000.0,Take Away,BCA
Agus Salim,1Z4PELL,3/9/2023,14:13:13,Rich Bowl ,Richbowl Katsu Mayo ,1,0.0,36000.0,Dine In,Gopay
Agus Salim,1Z4PELL,3/9/2023,14:13:13,Signature Coffee ,Kopi Dewan  ,1,0.0,34000.0,Dine In,Gopay
Agus Salim,1Z4PELM,3/9/2023,14:13:47,Signature Coffee ,Kopi Rakyat  ,1,0.0,28000.0,Dine In,Gopay
Agus Salim,1Z4PELN,3/9/2023,14:16:30,Rich Bowl ,Richbowl Saikoro Spicy BBQ,1,0.0,38000.0,Dine In,BCA
Agus Salim,1Z4PELN,3/9/2023,14:16:30,Chocolate ,Choco Paddle  ,1,0.0,32000.0,Dine In,BCA
Agus Salim,1Z4PELO,3/9/2023,14:17:40,Espresso Based ,Black Coffee  ,1,0.0,27000.0,Dine In,Cash
Agus Salim,1Z4PELP,3/9/2023,14:20:20,Signature Coffee ,Kopi Rakyat  ,2,0.0,48000.0,Dine In,Gopay
Agus Salim,1Z4PELR,3/9/2023,14:21:32,Shopee  ,Kopi Sultan   ,1,0.0,29000.0,Dine In,ShopeeFood
Agus Salim,1Z4PELR,3/9/2023,14:21:32,Shopee  ,Thai Tea   ,1,0.0,27000.0,Dine In,ShopeeFood
Agus Salim,1Z4PELS,3/9/2023,14:33:30,Chocolate ,Choco Hazelnut  ,1,3000.0,27000.0,Dine In,Gopay
Agus Salim,1Z4PELT,3/9/2023,14:41:38,Milk Based ,Thai Tea  ,1,0.0,27000.0,Dine In,Gopay
Agus Salim,1Z4PELU,3/9/2023,14:42:31,Signature Coffee ,Kopi Rakyat  ,3,0.0,66000.0,Take Away,Gopay
Agus Salim,1Z4PELV,3/9/2023,14:46:14,Signature Coffee ,Kopi Sultan  ,1,0.0,34000.0,Dine In,Cash
Agus Salim,1Z4PELW,3/9/2023,14:52:19,Gofood  ,Kopi Rakyat   ,2,0.0,44000.0,GoFood,GoFood
Agus Salim,1Z4PELW,3/9/2023,14:52:19,Gofood  ,Kopi Sultan   ,1,0.0,29000.0,GoFood,GoFood
Agus Salim,1Z4PELX,3/9/2023,15:07:49,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Gopay
Agus Salim,1Z4PEM0,3/9/2023,15:12:24,Gofood  ,Kopi Rakyat   ,1,0.0,22000.0,GoFood,GoFood
Agus Salim,1Z4PEM1,3/9/2023,15:20:36,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Gopay
Agus Salim,1Z4PEM2,3/9/2023,15:26:42,Signature Coffee ,Kopi Baileys  ,1,0.0,37000.0,Dine In,Cash
Agus Salim,1Z4PEM4,3/9/2023,16:05:27,Gofood  ,Kopi Rakyat   ,2,0.0,44000.0,GoFood,GoFood
Agus Salim,1Z4PEM4,3/9/2023,16:05:27,Gofood  ,Choco Caramel   ,1,0.0,30000.0,GoFood,GoFood
Agus Salim,1Z4PEM5,3/9/2023,16:08:36,Shopee  ,Kopi Rakyat   ,1,0.0,26000.0,Shopee Food,ShopeeFood
Agus Salim,1Z4PEM7,3/9/2023,16:15:06,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Cash
Agus Salim,1Z4PEM8,3/9/2023,16:23:15,Shopee  ,Kopi Sultan   ,1,0.0,29000.0,Shopee Food,ShopeeFood
Agus Salim,1Z4PEM9,3/9/2023,16:29:56,Milk Based ,Mango Milk  ,1,0.0,27000.0,Dine In,BCA
Agus Salim,1Z4PEMA,3/9/2023,16:31:45,Gofood  ,Kopi Rakyat   ,3,0.0,66000.0,GoFood,GoFood
Agus Salim,1Z4PEMB,3/9/2023,16:34:18,Signature Coffee ,Kopi Rakyat  ,1,0.0,28000.0,Dine In,BCA
Agus Salim,1Z4PEMB,3/9/2023,16:34:18,Signature Coffee ,Kopi Dewan  ,1,0.0,34000.0,Dine In,BCA
Agus Salim,1Z4PEMB,3/9/2023,16:34:18,Milk Based ,Raspberry Milk  ,1,0.0,30000.0,Dine In,BCA
Agus Salim,1Z4PEMB,3/9/2023,16:34:18,Signature Coffee ,Kopi Rakyat  ,1,0.0,28000.0,Take Away,BCA
Agus Salim,1Z4PEMD,3/9/2023,16:35:44,Milk Based ,Red Velvet Latte  ,1,0.0,34000.0,Dine In,Cash
Agus Salim,1Z4PEME,3/9/2023,16:40:46,Signature Coffee ,Kopi Baileys  ,1,0.0,30000.0,Dine In,Gopay
Agus Salim,1Z4PEMF,3/9/2023,16:45:45,Chocolate ,Choco Hazelnut  ,1,0.0,30000.0,Dine In,Gopay
Agus Salim,1Z4PEMH,3/9/2023,17:04:26,Milk Based ,Red Velvet Latte  ,1,0.0,34000.0,Dine In,BCA
Agus Salim,1Z4PEMH,3/9/2023,17:04:26,Espresso Based ,Cappucino  ,1,0.0,28000.0,Dine In,BCA
Agus Salim,1Z4PEMI,3/9/2023,17:30:15,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,BCA
Agus Salim,1Z4PEMJ,3/9/2023,17:36:56,Dimsum ,Dimsum Mentai ,1,0.0,30000.0,Dine In,BCA
Agus Salim,1Z4PEMJ,3/9/2023,17:36:56,Main Course ,Aglio Oglio  ,1,0.0,40000.0,Dine In,BCA
Agus Salim,1Z4PEMK,3/9/2023,17:51:54,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Gopay
Agus Salim,1Z4PEML,3/9/2023,17:54:55,Milk Based ,Red Velvet Latte  ,1,0.0,34000.0,Dine In,Cash
Agus Salim,1Z4PEML,3/9/2023,17:54:55,Blend ,Cookies & Cream  ,1,0.0,37000.0,Dine In,Cash
Agus Salim,1Z4PEMO,3/9/2023,18:31:10,Milk Based ,Mango Milk  ,1,0.0,30000.0,Dine In,Gopay
Agus Salim,1Z4PEMP,3/9/2023,18:37:44,Espresso Based ,Caramel Macchiato  ,1,0.0,37000.0,Dine In,BCA
Agus Salim,1Z4PEMQ,3/9/2023,18:42:03,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Gopay
Agus Salim,1Z4PEMS,3/9/2023,19:01:13,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Gopay
Agus Salim,1Z4PEMS,3/9/2023,19:01:13,Rich Bowl ,Richbowl Saikoro Spicy BBQ,1,0.0,38000.0,Dine In,Gopay
Agus Salim,1Z4PEMS,3/9/2023,19:01:13,Uncategorized,Brownies Choco,1,0.0,17000.0,Dine In,Gopay
Agus Salim,1Z4PEMT,3/9/2023,19:07:12,Signature Coffee ,Kopi Dewan  ,1,0.0,29000.0,Dine In,BCA
Agus Salim,1Z4PEMT,3/9/2023,19:07:12,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,BCA
Agus Salim,1Z4PEMT,3/9/2023,19:07:12,Bakery ,Butter Croissant ,1,0.0,18000.0,Dine In,BCA
Agus Salim,1Z4PEMV,3/9/2023,19:16:58,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Gopay
Agus Salim,1Z4PEMW,3/9/2023,19:19:49,Shopee  ,Kopi Rakyat   ,1,0.0,22000.0,Shopee Food,ShopeeFood
Agus Salim,1Z4PEMW,3/9/2023,19:19:49,Shopee  ,Black Coffee   ,1,0.0,24000.0,Shopee Food,ShopeeFood
Agus Salim,1Z4PEMX,3/9/2023,19:26:27,Shopee  ,Choco Paddle   ,1,0.0,30000.0,Shopee Food,ShopeeFood
Agus Salim,1Z4PEMX,3/9/2023,19:26:27,Shopee  ,Choco Banana   ,1,0.0,30000.0,Shopee Food,ShopeeFood
Agus Salim,1Z4PEMY,3/9/2023,19:32:53,Blend ,Cookies & Cream  ,1,0.0,32000.0,Dine In,Cash
Agus Salim,1Z4PEMZ,3/9/2023,19:52:16,Rich Bowl ,Richbowl Katsu Spicy BBQ ,1,0.0,36000.0,Dine In,Cash
Agus Salim,1Z4PEN1,3/9/2023,19:56:04,Shopee  ,Kopi Kow   ,2,0.0,58000.0,Shopee Food,ShopeeFood
Agus Salim,1Z4PEN2,3/9/2023,19:56:26,Shopee  ,Kopi Sultan   ,2,0.0,58000.0,Shopee Food,ShopeeFood
Agus Salim,1Z4PEN3,3/9/2023,20:01:56,Tea ,Lemon Tea  ,1,0.0,26000.0,Dine In,Gopay
Agus Salim,1Z4PEN3,3/9/2023,20:01:56,Rich Bowl ,Richbowl Katsu Mayo ,1,0.0,36000.0,Dine In,Gopay
Agus Salim,1Z4PEN4,3/9/2023,20:04:25,Signature Coffee ,Kopi Rakyat  ,1,0.0,28000.0,Dine In,BCA
Agus Salim,1Z4PEN5,3/9/2023,20:06:33,Espresso Based ,Caramel Macchiato  ,1,0.0,37000.0,Dine In,Gopay
Agus Salim,1Z4PEN6,3/9/2023,20:10:36,Milk Based ,Raspberry Milk  ,1,0.0,27000.0,Dine In,Gopay
Agus Salim,1Z4PEN6,3/9/2023,20:10:36,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Gopay
Agus Salim,1Z4PEN6,3/9/2023,20:10:36,Espresso Based ,Caramel Macchiato  ,2,0.0,64000.0,Dine In,Gopay
Agus Salim,1Z4PEN7,3/9/2023,20:17:03,Milk Based ,Mango Milk  ,1,0.0,27000.0,Dine In,Gopay
Agus Salim,1Z4PEN8,3/9/2023,20:22:04,Rich Bowl ,Richbowl Katsu Spicy BBQ ,1,0.0,36000.0,Dine In,Gopay
Agus Salim,1Z4PEN8,3/9/2023,20:22:04,Bakery ,Butter Croissant ,1,0.0,18000.0,Dine In,Gopay
Agus Salim,1Z4PEN8,3/9/2023,20:22:04,Milk Based ,Red Velvet Latte  ,1,0.0,34000.0,Dine In,Gopay
Agus Salim,1Z4PEN9,3/9/2023,20:22:15,Shopee  ,Kopi Rakyat   ,2,0.0,44000.0,Shopee Food,ShopeeFood
Agus Salim,1Z4PENB,3/9/2023,20:27:20,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Gopay
Agus Salim,1Z4PEND,3/9/2023,20:38:22,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Gopay
Agus Salim,1Z4PENE,3/9/2023,20:42:54,Signature Coffee ,Kopi Sultan  ,1,0.0,34000.0,Dine In,Cash
Agus Salim,1Z4PENE,3/9/2023,20:42:54,Signature Coffee ,Kopi Rakyat  ,1,0.0,28000.0,Dine In,Cash
Agus Salim,1Z4PENG,3/9/2023,20:47:46,Signature Coffee ,Kopi Rakyat  ,1,4400.0,17600.0,Dine In,Cash
Agus Salim,1Z4PENH,3/9/2023,20:50:36,Milk Based ,Matcha Latte  ,1,0.0,30000.0,Dine In,Gopay
Agus Salim,1Z4PENI,3/9/2023,20:53:44,Milk Based ,Mango Milk  ,1,0.0,30000.0,Dine In,Gopay
Agus Salim,1Z4PENI,3/9/2023,20:53:44,Blend ,Cookies & Cream  ,1,0.0,32000.0,Dine In,Gopay
Agus Salim,1Z4PENJ,3/9/2023,20:56:11,Rich Bowl ,Richbowl Katsu Teriyaki ,1,0.0,36000.0,Dine In,Gopay
Agus Salim,1Z4PENJ,3/9/2023,20:56:11,Tea ,Lychee Tea  ,1,0.0,26000.0,Dine In,Gopay
Agus Salim,1Z4PENK,3/9/2023,21:10:43,Blend ,Cookies & Cream  ,1,0.0,37000.0,Dine In,Gopay
Agus Salim,1Z4PENK,3/9/2023,21:10:43,Chocolate ,Choco Paddle  ,1,0.0,32000.0,Dine In,Gopay
Agus Salim,1Z4PENM,3/9/2023,21:41:25,Espresso Based ,Black Coffee  ,1,0.0,24000.0,Dine In,Cash
Agus Salim,1Z4PENM,3/9/2023,21:41:25,Main Course ,Carbonara  ,1,0.0,48000.0,Dine In,Cash
Agus Salim,1Z4PENN,3/9/2023,21:46:33,Tea ,Lychee Tea  ,2,0.0,52000.0,Dine In,BCA
Agus Salim,1Z4PENN,3/9/2023,21:46:33,Rich Bowl ,Richbowl Katsu Sambal Matah ,1,0.0,38000.0,Dine In,BCA
Agus Salim,1Z4PENN,3/9/2023,21:46:33,Espresso Based ,Black Coffee  ,1,0.0,24000.0,Dine In,BCA
Agus Salim,1Z4PENO,3/9/2023,21:54:15,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Gopay
Agus Salim,1Z4PENP,3/9/2023,22:04:03,Signature Coffee ,Kopi Sultan  ,1,0.0,29000.0,Dine In,Cash
Agus Salim,1Z4PENP,3/9/2023,22:04:03,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Cash
Agus Salim,1Z4PENR,3/9/2023,22:25:39,Chocolate ,Choco Banana  ,1,0.0,32000.0,Dine In,Gopay
Agus Salim,1Z4PENT,3/10/2023,8:31:51,Milk Based ,Thai Tea  ,1,0.0,27000.0,Dine In,BCA
Agus Salim,1Z4PENT,3/10/2023,8:31:51,Rich Bowl ,Richbowl Katsu Spicy BBQ ,1,0.0,36000.0,Dine In,BCA
Agus Salim,1Z4PENT,3/10/2023,8:31:51,Tea ,Lemon Tea  ,1,0.0,26000.0,Dine In,BCA
Agus Salim,1Z4PENT,3/10/2023,8:31:51,Rich Bowl ,Richbowl Katsu Mayo ,1,0.0,36000.0,Dine In,BCA
Agus Salim,1Z4PENU,3/10/2023,8:40:02,Shopee  ,Kopi Rakyat   ,1,0.0,22000.0,Dine In,ShopeeFood
Agus Salim,1Z4PENV,3/10/2023,8:42:18,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Cash
Agus Salim,1Z4PENW,3/10/2023,8:56:38,Signature Coffee ,Kopi Rakyat  ,1,0.0,28000.0,Dine In,Gopay
Agus Salim,1Z4PENX,3/10/2023,8:58:05,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Take Away,Gopay
Agus Salim,1Z4PENY,3/10/2023,9:12:43,Signature Coffee ,Kopi Sultan  ,1,0.0,29000.0,Dine In,Gopay
Agus Salim,1Z4PENY,3/10/2023,9:12:43,Dimsum ,Dimsum Mentai ,1,0.0,30000.0,Dine In,Gopay
Agus Salim,1Z4PENY,3/10/2023,9:12:43,Signature Coffee ,Kopi Sultan  ,1,0.0,29000.0,Dine In,Gopay
Agus Salim,1Z4PEO1,3/10/2023,10:42:30,Signature Coffee ,Kopi Rakyat  ,2,0.0,44000.0,Take Away,Gopay
Agus Salim,1Z4PEO1,3/10/2023,10:42:30,Uncategorized,Brownies Choco,1,0.0,17000.0,Take Away,Gopay
Agus Salim,1Z4PEO2,3/10/2023,10:48:55,Rich Bowl ,Richbowl Katsu Mayo ,1,0.0,36000.0,Dine In,Gopay
Agus Salim,1Z4PEO2,3/10/2023,10:48:55,Signature Coffee ,Kopi Sultan  ,1,0.0,29000.0,Dine In,Gopay
Agus Salim,1Z4PEO4,3/10/2023,11:12:17,Rich Bowl ,Richbowl Saikoro Spicy BBQ,1,0.0,38000.0,Dine In,Cash
Agus Salim,1Z4PEO4,3/10/2023,11:12:17,Signature Coffee ,Kopi Dewan  ,1,0.0,34000.0,Dine In,Cash
Agus Salim,1Z4PEO5,3/10/2023,11:20:56,Shopee  ,Kopi Sultan   ,1,0.0,29000.0,Dine In,ShopeeFood
Agus Salim,1Z4PEO7,3/10/2023,12:57:21,Main Course ,Carbonara  ,1,9600.0,38400.0,Dine In,Cash
Agus Salim,1Z4PEO7,3/10/2023,12:57:21,Espresso Based ,Black Coffee  ,2,9600.0,38400.0,Dine In,Cash
Agus Salim,1Z4PEO7,3/10/2023,12:57:21,Tea ,Lychee Tea  ,2,10400.0,41600.0,Dine In,Cash
Agus Salim,1Z4PEO7,3/10/2023,12:57:21,Side Dish ,French Fries ,1,5200.0,20800.0,Dine In,Cash
Agus Salim,1Z4PEO7,3/10/2023,12:57:21,Signature Coffee ,Kopi Rakyat  ,2,8800.0,35200.0,Dine In,Cash
Agus Salim,1Z4PEO7,3/10/2023,12:57:21,Espresso Based ,Cappucino  ,1,5600.0,22400.0,Dine In,Cash
Agus Salim,1Z4PEO7,3/10/2023,12:57:21,Rich Bowl ,Richbowl Saikoro Spicy BBQ,1,7600.0,30400.0,Dine In,Cash
Agus Salim,1Z4PEO7,3/10/2023,12:57:21,Side Dish ,Chicken Wings ,1,7400.0,29600.0,Dine In,Cash
Agus Salim,1Z4PEO7,3/10/2023,12:57:21,Signature Coffee ,Kopi Rakyat  ,4,17600.0,70400.0,Dine In,Cash
Agus Salim,1Z4PEO7,3/10/2023,12:57:21,Dessert ,Pisang Goreng Caramel ,1,5600.0,22400.0,Dine In,Cash
Agus Salim,1Z4PEO7,3/10/2023,12:57:21,Main Course ,Carbonara  ,1,9600.0,38400.0,Dine In,Cash
Agus Salim,1Z4PEO8,3/10/2023,13:13:09,Shopee  ,Kopi Rakyat   ,3,0.0,66000.0,Shopee Food,ShopeeFood
Agus Salim,1Z4PEO9,3/10/2023,13:33:15,Gofood  ,Kopi Rakyat   ,2,0.0,44000.0,GoFood,GoFood
Agus Salim,1Z4PEOA,3/10/2023,13:35:26,Espresso Based ,Caramel Macchiato  ,2,0.0,74000.0,Dine In,BCA
Agus Salim,1Z4PEOB,3/10/2023,13:37:56,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Cash
Agus Salim,1Z4PEOC,3/10/2023,13:39:31,Milk Based ,Raspberry Milk  ,1,0.0,30000.0,Dine In,Gopay
Agus Salim,1Z4PEOF,3/10/2023,13:46:02,Signature Coffee ,Kopi Rakyat  ,2,0.0,44000.0,Take Away,Cash
Agus Salim,1Z4PEOG,3/10/2023,13:53:23,Signature Coffee ,Kopi Sultan  ,1,0.0,34000.0,Dine In,Gopay
Agus Salim,1Z4PEOH,3/10/2023,13:55:30,Signature Coffee ,Kopi Rakyat  ,1,0.0,28000.0,Dine In,Cash
Agus Salim,1Z4PEOH,3/10/2023,13:55:30,Signature Coffee ,Kopi Sultan  ,1,0.0,29000.0,Dine In,Cash
Agus Salim,1Z4PEOI,3/10/2023,13:58:46,Signature Coffee ,Kopi Rakyat  ,1,0.0,28000.0,Dine In,Gopay
Agus Salim,1Z4PEOJ,3/10/2023,14:06:16,Dimsum ,Dimsum Mentai ,1,0.0,30000.0,Dine In,Gopay
Agus Salim,1Z4PEOK,3/10/2023,14:10:31,Dessert ,Pisang Goreng Caramel ,1,0.0,28000.0,Dine In,BCA
Agus Salim,1Z4PEOK,3/10/2023,14:10:31,Espresso Based ,Coffee Latte  ,1,0.0,32000.0,Dine In,BCA
Agus Salim,1Z4PEOK,3/10/2023,14:10:31,Espresso Based ,Cappucino  ,2,0.0,56000.0,Dine In,BCA
Agus Salim,1Z4PEOK,3/10/2023,14:10:31,Rich Bowl ,Richbowl Katsu Sambal Matah ,1,0.0,38000.0,Dine In,BCA
Agus Salim,1Z4PEOL,3/10/2023,14:10:47,Shopee  ,Kopi Rakyat   ,2,0.0,44000.0,Shopee Food,ShopeeFood
Agus Salim,1Z4PEOM,3/10/2023,14:13:38,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Cash
Agus Salim,1Z4PEON,3/10/2023,14:21:40,Signature Coffee ,Kopi Rakyat  ,2,0.0,44000.0,Dine In,BCA
Agus Salim,1Z4PEOO,3/10/2023,14:23:29,Signature Coffee ,Kopi Rakyat  ,2,0.0,44000.0,Take Away,BCA
Agus Salim,1Z4PEOP,3/10/2023,14:24:03,Gofood  ,Kopi Rakyat   ,2,0.0,56000.0,GoFood,GoFood
Agus Salim,1Z4PEOP,3/10/2023,14:24:03,Gofood  ,Hazelnut Latte   ,1,0.0,30000.0,Dine In,GoFood
Agus Salim,1Z4PEOP,3/10/2023,14:24:03,Gofood  ,Kopi Rakyat   ,1,0.0,22000.0,GoFood,GoFood
Agus Salim,1Z4PEOQ,3/10/2023,14:25:06,Signature Coffee ,Kopi Rakyat  ,1,0.0,28000.0,Take Away,Gopay
Agus Salim,1Z4PEOR,3/10/2023,14:25:22,Shopee  ,Kopi Baileys   ,5,0.0,185000.0,Dine In,ShopeeFood
Agus Salim,1Z4PEOS,3/10/2023,14:27:05,Dimsum ,Dimsum Mentai ,1,0.0,30000.0,Dine In,Gopay
Agus Salim,1Z4PEOS,3/10/2023,14:27:05,Signature Coffee ,Kopi Rakyat  ,1,0.0,28000.0,Dine In,Gopay
Agus Salim,1Z4PEOT,3/10/2023,14:27:59,Gofood  ,Kopi Rakyat   ,1,0.0,26000.0,Dine In,GoFood
Agus Salim,1Z4PEOU,3/10/2023,14:28:42,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Cash
Agus Salim,1Z4PEOV,3/10/2023,14:34:18,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,BCA
Agus Salim,1Z4PEOV,3/10/2023,14:34:18,Milk Based ,Matcha Latte  ,1,0.0,30000.0,Dine In,BCA
Agus Salim,1Z4PEOW,3/10/2023,14:35:33,Signature Coffee ,Kopi Rakyat  ,2,0.0,44000.0,Take Away,BCA
Agus Salim,1Z4PEOY,3/10/2023,14:37:49,Gofood  ,Choco Origin   ,1,0.0,27000.0,Dine In,GoFood
Agus Salim,1Z4PEOZ,3/10/2023,14:38:40,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Cash
Agus Salim,1Z4PEOZ,3/10/2023,14:38:40,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Cash
Agus Salim,1Z4PEP0,3/10/2023,14:42:25,Signature Coffee ,Kopi Rakyat  ,1,0.0,28000.0,Dine In,BCA
Agus Salim,1Z4PEP1,3/10/2023,14:44:57,Signature Coffee ,Kopi Rakyat  ,1,0.0,22000.0,Dine In,Gopay
Agus Salim,1Z4PEP2,3/10/2023,14:46:17,Signature Coffee ,Kopi Rakyat  ,1,0.0,28000.0,Dine In,Cash
Agus Salim,1Z4PEP3,3/10/2023,14:47:01,Gofood  ,Mango Milk   ,1,0.0,27000.0,GoFood,GoFood
Agus Salim,1Z4PEP4,3/10/2023,14:51:05,Tea ,Lemon Tea  ,1,0.0,26000.0,Dine In,Cash
Agus Salim,1Z4PEP4,3/10/2023,14:51:05,Rich Bowl ,Richbowl Katsu Blacpeper ,1,0.0,38000.0,Dine In,Cash
Agus Salim,1Z4PEP4,3/10/2023,14:51:05,Milk Based ,Raspberry Milk  ,1,0.0,30000.0,Dine In,Cash
Agus Salim,1Z4PEP5,3/10/2023,14:51:25,Gofood  ,Choco Caramel   ,1,0.0,30000.0,GoFood,GoFood
Agus Salim,1Z4PEP6,3/10/2023,15:21:28,Signature Coffee ,Kopi Rakyat  ,1,0.0,28000.0,Dine In,Gopay
Agus Salim,1Z4PEP7,3/10/2023,15:23:39,Signature Coffee ,Kopi Rakyat  ,2,0.0,44000.0,Dine In,Cash
Agus Salim,1Z4PEP7,3/10/2023,15:23:39,Milk Based ,Red Velvet Latte  ,1,0.0,30000.0,Dine In,Cash
Agus Salim,1Z4PEP8,3/10/2023,15:26:19,Signature Coffee ,Kopi Sultan  ,2,0.0,58000.0,Dine In,BCA
Agus Salim,1Z4PEP8,3/10/2023,15:26:19,Dimsum ,Dimsum Mentai ,1,0.0,30000.0,Dine In,BCA
Agus Salim,1Z4PEP9,3/10/2023,15:31:09,Signature Coffee ,Kopi Rakyat  ,1,0.0,28000.0,Take Away,Cash
Agus Salim,1Z4PEPA,3/10/2023,15:37:10,Signature Coffee ,Kopi Rakyat  ,2,0.0,56000.0,Dine In,Gopay
